loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,fico_score,dti_computed
14650.0,14650.0,14650.0, 60 months,20.5,392.23,E,E4,Senior Service Specialist,2 years,RENT,43160.0,Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68617034, ,debt_consolidation,Debt consolidation,430xx,OH,21.44,0.0,2005-10-01,690.0,694.0,0.0,31.0,67.0,12.0,0.0,11378.0,101.6,24.0,w,7142.25,7142.25,14908.17,14908.17,7507.75,7400.42,0.0,0.0,0.0,2019-03-01,392.23,2019-04-01,2019-03-01,719.0,715.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,62813.0,0.0,10.0,0.0,0.0,76.0,51435.0,91.0,0.0,0.0,10159.0,93.0,11200.0,0.0,0.0,0.0,0.0,5234.0,0.0,101.6,0.0,0.0,122.0,45.0,40.0,40.0,0.0,40.0,37.0,5.0,33.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,67732.0,62813.0,11200.0,56532.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,692.0,21.44
2500.0,2500.0,2500.0, 36 months,17.27,89.47,D,D3,Teacher,10+ years,MORTGAGE,50000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68387134, ,other,Other,330xx,FL,17.6,3.0,2001-01-01,670.0,674.0,4.0,6.0,67.0,7.0,0.0,732.0,31.1,22.0,w,0.0,0.0,3213.2994112426,3213.3,2500.0,713.3,0.0,0.0,0.0,2018-11-01,266.79,,2019-02-01,669.0,665.0,0.0,18.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,197169.0,3.0,3.0,2.0,4.0,2.0,196437.0,95.0,1.0,2.0,48.0,87.0,2500.0,6.0,3.0,5.0,6.0,28167.0,652.0,6.9,0.0,0.0,149.0,179.0,3.0,2.0,0.0,3.0,37.0,0.0,6.0,3.0,1.0,4.0,1.0,1.0,14.0,4.0,8.0,4.0,7.0,0.0,0.0,1.0,3.0,68.4,0.0,0.0,0.0,196429.0,197169.0,700.0,193929.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,672.0,17.6
11000.0,11000.0,11000.0, 36 months,9.17,350.67,B,B2,PRINTER,10+ years,MORTGAGE,69000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566925, ,credit_card,Credit card refinancing,441xx,OH,21.34,0.0,2004-09-01,680.0,684.0,1.0,52.0,67.0,9.0,0.0,8137.0,84.8,18.0,w,0.0,0.0,12610.028752448,12610.03,11000.0,1610.03,0.0,0.0,0.0,2019-01-01,350.59,,2018-12-01,704.0,700.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,205780.0,0.0,3.0,0.0,3.0,17.0,25792.0,63.0,0.0,2.0,4361.0,67.0,9600.0,2.0,1.0,1.0,5.0,22864.0,463.0,94.6,0.0,0.0,127.0,135.0,13.0,13.0,2.0,13.0,37.0,1.0,33.0,0.0,4.0,4.0,4.0,5.0,8.0,5.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,94.4,75.0,0.0,0.0,231864.0,33929.0,8600.0,41107.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,682.0,21.34
23850.0,23850.0,23850.0, 60 months,17.27,596.21,D,D3,Teacher,10+ years,OWN,68046.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516838, ,debt_consolidation,Debt consolidation,231xx,VA,24.71,1.0,1993-09-01,665.0,669.0,0.0,23.0,67.0,12.0,0.0,28220.0,91.3,33.0,f,11174.25,11174.25,22610.21,22610.21,12675.75,9934.46,0.0,0.0,0.0,2019-03-01,596.21,2019-04-01,2019-03-01,614.0,610.0,0.0,23.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,342.0,525195.0,0.0,1.0,0.0,0.0,45.0,4453.0,44.0,0.0,0.0,7494.0,80.0,30900.0,0.0,0.0,0.0,0.0,47745.0,6.0,99.9,0.0,0.0,140.0,267.0,70.0,45.0,4.0,99.0,37.0,5.0,23.0,2.0,1.0,7.0,2.0,6.0,9.0,9.0,20.0,8.0,12.0,0.0,0.0,1.0,0.0,90.9,100.0,0.0,0.0,554242.0,32673.0,7500.0,10100.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,667.0,24.71
15700.0,15700.0,15700.0, 60 months,16.59,386.74,D,D2,Teacher,6 years,MORTGAGE,48000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476697, ,credit_card,Credit card refinancing,707xx,LA,29.13,0.0,2005-11-01,685.0,689.0,0.0,66.0,67.0,19.0,0.0,15458.0,64.9,28.0,w,7292.63,7292.63,14659.94,14659.94,8407.37,6252.57,0.0,0.0,0.0,2019-02-01,386.74,2019-04-01,2019-03-01,649.0,645.0,0.0,72.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,270017.0,2.0,9.0,1.0,3.0,6.0,68316.0,101.0,2.0,2.0,5268.0,88.0,23800.0,0.0,2.0,1.0,5.0,14211.0,1516.0,87.7,0.0,0.0,112.0,121.0,4.0,4.0,1.0,4.0,66.0,10.0,66.0,1.0,3.0,6.0,4.0,5.0,13.0,9.0,14.0,7.0,19.0,0.0,0.0,0.0,3.0,96.4,75.0,0.0,0.0,305962.0,83774.0,12300.0,81126.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,687.0,29.13
28800.0,28800.0,28800.0, 60 months,11.99,640.5,C,C1,Office Manager,10+ years,OWN,60000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566856, ,debt_consolidation,Debt consolidation,331xx,FL,18.01,0.0,1989-02-01,800.0,804.0,0.0,31.0,67.0,21.0,0.0,18421.0,10.5,37.0,w,12593.27,12593.27,24291.04,24291.04,16206.73,8084.31,0.0,0.0,0.0,2019-02-01,640.5,2019-04-01,2019-03-01,804.0,800.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,41270.0,2.0,1.0,1.0,1.0,8.0,22849.0,91.0,3.0,7.0,7303.0,21.0,175800.0,1.0,0.0,2.0,8.0,2428.0,141793.0,11.2,0.0,0.0,94.0,322.0,5.0,5.0,2.0,11.0,37.0,8.0,33.0,0.0,8.0,10.0,13.0,20.0,3.0,20.0,31.0,10.0,21.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,200980.0,41270.0,159700.0,25180.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,802.0,18.01
10000.0,10000.0,10000.0, 36 months,12.88,336.37,C,C2,Contract Specialist,4 years,MORTGAGE,91392.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68543413, ,house,Home buying,644xx,MO,9.44,0.0,2006-09-01,710.0,714.0,0.0,31.0,67.0,13.0,0.0,6959.0,41.7,33.0,f,0.0,0.0,11316.8901896649,11316.89,10000.0,1316.89,0.0,0.0,0.0,2017-03-01,6961.97,,2018-12-01,594.0,590.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,304514.0,2.0,4.0,1.0,4.0,6.0,66773.0,88.0,1.0,1.0,2180.0,71.0,16700.0,0.0,0.0,3.0,7.0,23424.0,433.0,90.2,0.0,0.0,104.0,111.0,9.0,6.0,3.0,9.0,37.0,8.0,33.0,0.0,3.0,5.0,3.0,6.0,19.0,7.0,11.0,5.0,13.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,321380.0,73732.0,4400.0,68648.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,712.0,9.44
24000.0,24000.0,24000.0, 60 months,9.8,507.58,B,B3,Teacher,10+ years,OWN,77900.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366663, ,home_improvement,Home improvement,376xx,TN,10.24,0.0,1982-10-01,740.0,744.0,1.0,50.0,67.0,9.0,0.0,3454.0,10.3,21.0,w,10182.57,10182.57,19255.37,19255.37,13817.43,5437.94,0.0,0.0,0.0,2019-02-01,507.58,2019-04-01,2019-03-01,814.0,810.0,0.0,50.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,127412.0,0.0,1.0,0.0,0.0,73.0,1456.0,4.0,0.0,1.0,3309.0,7.0,33600.0,1.0,0.0,2.0,1.0,14157.0,27172.0,10.9,0.0,0.0,139.0,398.0,22.0,22.0,2.0,22.0,37.0,0.0,33.0,1.0,2.0,3.0,4.0,6.0,6.0,7.0,13.0,3.0,9.0,0.0,0.0,0.0,0.0,95.2,0.0,0.0,0.0,202351.0,4910.0,30500.0,33631.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,742.0,10.24
28000.0,28000.0,28000.0, 60 months,18.49,718.51,D,D5,Engineer,10+ years,MORTGAGE,75000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416916, ,debt_consolidation,Debt consolidation,471xx,IN,31.88,0.0,2002-10-01,685.0,689.0,0.0,31.0,67.0,27.0,0.0,43413.0,51.9,46.0,w,0.0,0.0,39607.4518757083,39607.45,28000.0,11607.45,0.0,0.0,0.0,2018-10-01,16687.04,,2019-03-01,694.0,690.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,193745.0,1.0,2.0,0.0,2.0,22.0,13889.0,44.0,2.0,6.0,7213.0,50.0,83600.0,1.0,0.0,0.0,8.0,7176.0,23476.0,59.9,0.0,0.0,143.0,158.0,4.0,4.0,2.0,10.0,37.0,16.0,33.0,0.0,14.0,20.0,14.0,18.0,9.0,24.0,34.0,20.0,27.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,267312.0,57302.0,58500.0,31758.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,687.0,31.88
35000.0,35000.0,35000.0, 60 months,11.99,778.38,C,C1,Foreign Service Officer,10+ years,MORTGAGE,128000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68444620, ,home_improvement,Home improvement,200xx,DC,6.46,0.0,1990-02-01,685.0,689.0,0.0,46.0,67.0,17.0,0.0,14277.0,27.4,46.0,w,0.0,0.0,44358.9106977021,44358.91,35000.0,9358.91,0.0,0.0,0.0,2018-12-01,17952.27,,2019-03-01,724.0,720.0,0.0,56.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,321.0,146867.0,1.0,11.0,0.0,0.0,28.0,35367.0,49.0,0.0,1.0,5020.0,40.0,52200.0,1.0,4.0,0.0,3.0,8639.0,17248.0,35.6,0.0,0.0,206.0,310.0,19.0,3.0,5.0,99.0,46.0,15.0,46.0,1.0,3.0,4.0,3.0,6.0,26.0,5.0,11.0,4.0,17.0,0.0,0.0,0.0,1.0,91.3,33.3,0.0,0.0,220950.0,49644.0,26800.0,71700.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,687.0,6.46
7200.0,7200.0,7200.0, 36 months,9.17,229.53,B,B2,Site lead,10+ years,MORTGAGE,50000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68082535, ,debt_consolidation,Debt consolidation,015xx,MA,19.25,0.0,1987-08-01,675.0,679.0,0.0,70.0,67.0,13.0,0.0,9051.0,47.6,25.0,w,0.0,0.0,7598.05,7598.05,7200.0,398.05,0.0,0.0,0.0,2016-08-01,6206.89,,2019-03-01,634.0,630.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,218695.0,0.0,2.0,0.0,2.0,14.0,18276.0,74.0,2.0,4.0,3281.0,63.0,19000.0,1.0,3.0,2.0,8.0,19881.0,9949.0,47.6,0.0,0.0,120.0,137.0,11.0,9.0,3.0,11.0,37.0,10.0,33.0,0.0,6.0,6.0,8.0,13.0,7.0,9.0,14.0,6.0,13.0,0.0,0.0,0.0,3.0,96.0,37.5,0.0,0.0,236795.0,27327.0,19000.0,24744.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,677.0,19.25
10000.0,10000.0,10000.0, 36 months,7.91,312.95,A,A5,Teacher,2 years,RENT,40100.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466995, ,credit_card,Credit card refinancing,453xx,OH,10.81,0.0,1998-10-01,680.0,684.0,1.0,31.0,67.0,4.0,0.0,6664.0,45.0,7.0,w,0.0,0.0,11255.154658058998,11255.15,10000.0,1255.15,0.0,0.0,0.0,2019-01-01,312.89,,2019-03-01,699.0,695.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,1036.0,27354.0,1.0,1.0,0.0,0.0,76.0,20690.0,101.0,1.0,2.0,5037.0,78.0,14800.0,0.0,0.0,1.0,2.0,6839.0,6420.0,50.6,0.0,0.0,124.0,206.0,1.0,1.0,0.0,24.0,37.0,1.0,33.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,35247.0,27354.0,13000.0,20447.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,682.0,10.81
16000.0,16000.0,16000.0, 60 months,13.44,367.67,C,C3,Merchandise Manager,1 year,RENT,42000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68584507, ,credit_card,Credit card refinancing,019xx,MA,9.6,0.0,2002-04-01,670.0,674.0,0.0,31.0,67.0,29.0,0.0,11834.0,44.8,48.0,w,0.0,0.0,4382.17,4382.17,2406.29,1975.88,0.0,0.0,0.0,2017-01-01,367.67,,2017-05-01,499.0,0.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,83690.0,0.0,15.0,0.0,0.0,52.0,71856.0,118.0,0.0,1.0,1846.0,96.0,26400.0,0.0,0.0,0.0,1.0,2886.0,14203.0,40.6,0.0,0.0,164.0,120.0,16.0,16.0,0.0,16.0,37.0,5.0,33.0,0.0,7.0,8.0,13.0,20.0,25.0,14.0,23.0,8.0,29.0,0.0,0.0,0.0,0.0,97.9,30.8,0.0,0.0,87509.0,83690.0,23900.0,61109.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,672.0,9.6
21875.0,21875.0,21875.0, 36 months,11.99,726.46,C,C1,Wire Technician,< 1 year,RENT,47590.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466924, ,credit_card,Credit card refinancing,347xx,FL,17.76,0.0,2001-04-01,700.0,704.0,0.0,31.0,67.0,9.0,0.0,24882.0,57.1,14.0,w,0.0,0.0,25851.272805365097,25851.27,21875.0,3976.27,0.0,0.0,0.0,2018-03-01,7662.31,,2018-08-01,774.0,770.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,40976.0,1.0,1.0,0.0,0.0,55.0,16094.0,49.0,1.0,2.0,11556.0,54.0,43600.0,0.0,1.0,0.0,2.0,5122.0,10318.0,70.7,0.0,0.0,140.0,176.0,6.0,6.0,0.0,6.0,37.0,5.0,33.0,0.0,5.0,5.0,5.0,5.0,3.0,8.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,76326.0,40976.0,35200.0,32726.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,702.0,17.76
14025.0,14025.0,14025.0, 60 months,18.49,359.9,D,D5,accts payable,10+ years,MORTGAGE,39000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68367009, ,debt_consolidation,Debt consolidation,546xx,WI,18.0,0.0,2001-08-01,675.0,679.0,1.0,31.0,67.0,12.0,0.0,15646.0,74.9,21.0,w,0.0,0.0,16341.3907923605,16341.39,14025.0,2316.39,0.0,0.0,0.0,2016-12-01,12764.01,,2019-02-01,694.0,690.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,60381.0,1.0,0.0,0.0,0.0,91.0,0.0,75.0,2.0,5.0,4879.0,75.0,20900.0,0.0,0.0,2.0,5.0,5032.0,578.0,93.4,0.0,0.0,138.0,172.0,2.0,2.0,3.0,2.0,37.0,2.0,33.0,0.0,3.0,11.0,3.0,3.0,4.0,11.0,13.0,11.0,12.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,72286.0,15646.0,8800.0,0.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,677.0,18.0
35000.0,35000.0,35000.0, 60 months,12.88,794.21,C,C2,Lieutenant ,7 years,MORTGAGE,106000.0,Source Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68475450, ,debt_consolidation,Debt consolidation,351xx,AL,17.36,0.0,2002-04-01,730.0,734.0,0.0,31.0,67.0,8.0,0.0,39055.0,72.1,27.0,w,0.0,0.0,22968.61,22968.61,10323.88,7086.13,0.0,5558.6,1000.548,2017-11-01,794.21,,2019-03-01,504.0,500.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,299890.0,0.0,3.0,0.0,0.0,35.0,16012.0,43.0,0.0,0.0,9701.0,60.0,54200.0,0.0,4.0,0.0,0.0,37486.0,12875.0,67.2,0.0,0.0,135.0,164.0,38.0,35.0,4.0,38.0,37.0,5.0,33.0,0.0,3.0,4.0,3.0,6.0,13.0,4.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,366974.0,55067.0,39200.0,36981.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,732.0,17.36
20000.0,20000.0,20000.0, 36 months,12.88,672.73,C,C2,President,10+ years,MORTGAGE,145000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68525943, ,debt_consolidation,Debt consolidation,029xx,RI,12.28,0.0,2004-02-01,695.0,699.0,0.0,31.0,67.0,12.0,0.0,22551.0,80.2,21.0,w,0.0,0.0,24273.8783944989,24273.88,20000.0,4206.6,67.28,0.0,0.0,2019-03-01,764.11,,2019-03-01,609.0,605.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,429218.0,2.0,3.0,1.0,2.0,2.0,9935.0,43.0,2.0,3.0,4627.0,62.0,28500.0,1.0,0.0,6.0,5.0,39020.0,2822.0,81.6,0.0,0.0,79.0,142.0,4.0,2.0,5.0,27.0,37.0,1.0,33.0,0.0,4.0,6.0,5.0,8.0,5.0,7.0,11.0,6.0,12.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,472759.0,32486.0,13500.0,23259.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,697.0,12.28
14000.0,14000.0,14000.0, 60 months,14.85,331.96,C,C5,Accountant,2 years,MORTGAGE,60000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340446, ,debt_consolidation,Debt consolidation,852xx,AZ,24.29,0.0,2009-08-01,690.0,694.0,0.0,31.0,67.0,11.0,0.0,12718.0,73.9,24.0,w,0.0,0.0,7458.9,7458.9,3175.67,2770.73,16.6,1495.9,269.262,2017-07-01,331.96,,2017-12-01,514.0,510.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,70789.0,0.0,2.0,1.0,2.0,10.0,58071.0,99.0,0.0,1.0,4952.0,89.0,17200.0,1.0,0.0,5.0,3.0,6435.0,2382.0,84.2,0.0,0.0,76.0,71.0,23.0,10.0,0.0,23.0,37.0,0.0,33.0,0.0,7.0,7.0,8.0,8.0,13.0,9.0,11.0,8.0,11.0,0.0,0.0,0.0,1.0,100.0,87.5,0.0,0.0,83083.0,70789.0,15100.0,65883.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,692.0,24.29
16000.0,16000.0,16000.0, 60 months,8.49,328.19,B,B1,Supervisor,5 years,MORTGAGE,62000.0,Source Verified,2015-12-01,In Grace Period,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68615169, ,credit_card,Credit card refinancing,936xx,CA,28.92,0.0,2002-03-01,720.0,724.0,0.0,39.0,67.0,10.0,0.0,15763.0,51.2,24.0,w,6664.39,6664.39,12430.1,12430.1,9335.61,3094.49,0.0,0.0,0.0,2019-02-01,328.19,2019-04-01,2019-03-01,694.0,690.0,0.0,61.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,0.0,227708.0,3.0,3.0,1.0,2.0,3.0,48608.0,82.0,2.0,4.0,4727.0,71.0,30800.0,1.0,1.0,0.0,6.0,22771.0,8703.0,63.0,0.0,0.0,165.0,159.0,3.0,3.0,3.0,3.0,37.0,17.0,39.0,1.0,4.0,5.0,4.0,7.0,9.0,6.0,12.0,6.0,10.0,0.0,0.0,0.0,3.0,87.5,50.0,0.0,0.0,307343.0,64371.0,23500.0,59526.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,722.0,28.92
28000.0,28000.0,28000.0, 60 months,14.85,663.92,C,C5,Division General Manager,2 years,MORTGAGE,85000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68397043, ,debt_consolidation,Debt consolidation,300xx,GA,28.52,0.0,1999-11-01,670.0,674.0,0.0,31.0,67.0,19.0,0.0,36814.0,71.8,29.0,w,12718.12,12718.12,25171.21,25171.21,15281.88,9889.33,0.0,0.0,0.0,2019-02-01,663.92,2019-04-01,2019-03-01,664.0,660.0,0.0,44.0,1.0,Individual,102900.0,17.855,Not Verified,0.0,150.0,256638.0,0.0,2.0,0.0,1.0,16.0,20515.0,69.0,1.0,3.0,14170.0,71.0,51300.0,0.0,0.0,0.0,4.0,14258.0,3764.0,84.9,0.0,0.0,150.0,193.0,11.0,11.0,2.0,11.0,37.0,19.0,33.0,0.0,5.0,15.0,6.0,11.0,5.0,16.0,22.0,15.0,19.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,280650.0,57329.0,25000.0,29709.0,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,COMPLETED,3.0,103.545,,,,3.0,15.0,Late (16-30 days),304.155,9393.205,133.785,Cash,N,,COMPLETE,,4340.0,45.0,14.0,672.0,28.52
